id,name,abstract,journal,year,type,doi,pmId,pmcId,url
doi:10.3390/genes13101914,Supervised Machine Learning Enables Geospatial Microbial Provenance.,"The recent increase in publicly available metagenomic datasets with geospatial metadata has made it possible to determine location-specific, microbial fingerprints from around the world. Such fingerprints can be useful for comparing microbial niches for environmental research, as well as for applications within forensic science and public health. To determine the regional specificity for environmental metagenomes, we examined 4305 shotgun-sequenced samples from the MetaSUB Consortium dataset-the most extensive public collection of urban microbiomes, spanning 60 different cities, 30 countries, and 6 continents. We were able to identify city-specific microbial fingerprints using supervised machine learning (SML) on the taxonomic classifications, and we also compared the performance of ten SML classifiers. We then further evaluated the five algorithms with the highest accuracy, with the city and continental accuracy ranging from 85-89% to 90-94%, respectively. Thereafter, we used these results to develop Cassandra, a random-forest-based classifier that identifies bioindicator species to aid in fingerprinting and can infer higher-order microbial interactions at each site. We further tested the Cassandra algorithm on the Tara Oceans dataset, the largest collection of marine-based microbial genomes, where it classified the oceanic sample locations with 83% accuracy. These results and code show the utility of SML methods and Cassandra to identify bioindicator species across both oceanic and urban environments, which can help guide ongoing efforts in biotracing, environmental monitoring, and microbial forensics (MF).",Genes,2022,primary,doi:10.3390/genes13101914,36292799,PMC9601318,https://doi.org/doi:10.3390/genes13101914
doi:10.1016/j.scitotenv.2022.159188,"Predicting COVID-19 cases using SARS-CoV-2 RNA in air, surface swab and wastewater samples.","Genomic footprints of pathogens shed by infected individuals can be traced in environmental samples, which can serve as a noninvasive method of infectious disease surveillance. The research evaluates the efficacy of environmental monitoring of SARS-CoV-2 RNA in air, surface swabs and wastewater to predict COVID-19 cases. Using a prospective experimental design, air, surface swabs, and wastewater samples were collected from a college dormitory housing roughly 500 students from March to May 2021 at the University of Miami, Coral Gables, FL. Students were randomly screened for COVID-19 during the study period. SARS-CoV-2 concentration in environmental samples was quantified using Volcano 2nd Generation-qPCR. Descriptive analyses were conducted to examine the associations between time-lagged SARS-CoV-2 in environmental samples and COVID-19 cases. SARS-CoV-2 was detected in air, surface swab and wastewater samples on 52 (63.4 %), 40 (50.0 %) and 57 (68.6 %) days, respectively. On 19 (24 %) of 78 days SARS-CoV-2 was detected in all three sample types. COVID-19 cases were reported on 11 days during the study period and SARS-CoV-2 was also detected two days before the case diagnosis on all 11 (100 %), 9 (81.8 %) and 8 (72.7 %) days in air, surface swab and wastewater samples, respectively. SARS-CoV-2 detection in environmental samples was an indicator of the presence of local COVID-19 cases and a 3-day lead indicator for a potential outbreak at the dormitory building scale. Proactive environmental surveillance of SARS-CoV-2 or other pathogens in multiple environmental media has potential to guide targeted measures to contain and/or mitigate infectious disease outbreaks within communities.",The Science of the total environment,2023,primary,doi:10.1016/j.scitotenv.2022.159188,36202365,PMC9529341,https://doi.org/doi:10.1016/j.scitotenv.2022.159188
doi:10.1186/s40168-022-01332-w,Machine learning algorithm to characterize antimicrobial resistance associated with the International Space Station surface microbiome.,"Antimicrobial resistance (AMR) has a detrimental impact on human health on Earth and it is equally concerning in other environments such as space habitat due to microgravity, radiation and confinement, especially for long-distance space travel. The International Space Station (ISS) is ideal for investigating microbial diversity and virulence associated with spaceflight. The shotgun metagenomics data of the ISS generated during the Microbial Tracking-1 (MT-1) project and resulting metagenome-assembled genomes (MAGs) across three flights in eight different locations during 12 months were used in this study. The objective of this study was to identify the AMR genes associated with whole genomes of 226 cultivable strains, 21 shotgun metagenome sequences, and 24 MAGs retrieved from the ISS environmental samples that were treated with propidium monoazide (PMA; viable microbes).",Microbiome,2022,primary,doi:10.1186/s40168-022-01332-w,35999570,PMC9400218,https://doi.org/doi:10.1186/s40168-022-01332-w
doi:10.1038/s41467-022-31654-0,A metagenomic DNA sequencing assay that is robust against environmental DNA contamination.,"Metagenomic DNA sequencing is a powerful tool to characterize microbial communities but is sensitive to environmental DNA contamination, in particular when applied to samples with low microbial biomass. Here, we present Sample-Intrinsic microbial DNA Found by Tagging and sequencing (SIFT-seq) a metagenomic sequencing assay that is robust against environmental DNA contamination introduced during sample preparation. The core idea of SIFT-seq is to tag the DNA in the sample prior to DNA isolation and library preparation with a label that can be recorded by DNA sequencing. Any contaminating DNA that is introduced in the sample after tagging can then be bioinformatically identified and removed. We applied SIFT-seq to screen for infections from microorganisms with low burden in blood and urine, to identify COVID-19 co-infection, to characterize the urinary microbiome, and to identify microbial DNA signatures of sepsis and inflammatory bowel disease in blood.",Nature communications,2022,primary,doi:10.1038/s41467-022-31654-0,35864089,PMC9304412,https://doi.org/doi:10.1038/s41467-022-31654-0
doi:10.1038/s41592-022-01444-z,Unlocking capacities of genomics for the COVID-19 response and future pandemics.,"During the COVID-19 pandemic, genomics and bioinformatics have emerged as essential public health tools. The genomic data acquired using these methods have supported the global health response, facilitated development of testing methods, and allowed timely tracking of novel SARS-CoV-2 variants. Yet the virtually unlimited potential for rapid generation and analysis of genomic data is also coupled with unique technical, scientific, and organizational challenges. Here, we discuss the application of genomic and computational methods for the efficient data driven COVID-19 response, advantages of democratization of viral sequencing around the world, and challenges associated with viral genome data collection and processing.",Nature methods,2022,primary,doi:10.1038/s41592-022-01444-z,35396471,PMC9467803,https://doi.org/doi:10.1038/s41592-022-01444-z
doi:10.3390/w14081187,Integrating Virus Monitoring Strategies for Safe Non-potable Water Reuse.,"Wastewater reclamation and reuse have the potential to supplement water supplies, offering resiliency in times of drought and helping meet increased water demands associated with population growth. Non-potable water reuse represents the largest potential reuse market. Yet economic constraints for new water reuse infrastructure and safety concerns due to microbial water quality, and especially viral pathogen exposure, limit widespread implementation of water reuse. Cost-effective, real-time methods to measure or indicate viral quality of recycled water would do much to instill greater confidence in the practice. This manuscript discusses advancements in monitoring and modeling of viral health risks in the context of water reuse. First, we describe the current wastewater reclamation processes and treatment technologies with an emphasis on virus removal. Second, we review technologies for the measurement of viruses, both culture- and molecular-based, along with their advantages and disadvantages. We introduce promising viral surrogates and specific pathogenic viruses that can serve as indicators of viral risk for water reuse. We suggest metagenomic analyses for viral screening and flow cytometry for quantification of virus-like particles as new approaches to complement more traditional methods. Third, we describe modeling to assess health risks through quantitative microbial risk assessments (QMRAs), the most common strategy to couple data on virus concentrations with human exposure scenarios. We then explore the potential of artificial neural networks (ANNs) to incorporate suites of data from wastewater treatment processes, water quality parameters, and viral surrogates. We recommend ANNs as a means to utilize existing water quality data, alongside new complementary measures of viral quality, to achieve cost-effective strategies to assess risks associated with infectious human viruses in recycled water. Given the review, we conclude that technologies are ready for identifying and implementing viral surrogates for health risk reduction in the next decade. Incorporating modeling with monitoring data would likely result in more robust assessment of water reuse risk.",Water,2022,primary,doi:10.3390/w14081187,37622131,PMC10448804,https://doi.org/doi:10.3390/w14081187
doi:10.1101/2022.03.14.22272314,"COVID-19 Prediction using Genomic Footprint of SARS-CoV-2 in Air, Surface Swab and Wastewater Samples.",Genomic footprints of pathogens shed by infected individuals can be traced in environmental samples. Analysis of these samples can be employed for noninvasive surveillance of infectious diseases.,medRxiv : the preprint server for health sciences,2022,primary,doi:10.1101/2022.03.14.22272314,35313580,PMC8936103,https://doi.org/doi:10.1101/2022.03.14.22272314
doi:10.1016/j.xcrm.2022.100522,System-wide transcriptome damage and tissue identity loss in COVID-19 patients.,"The molecular mechanisms underlying the clinical manifestations of coronavirus disease 2019 (COVID-19), and what distinguishes them from common seasonal influenza virus and other lung injury states such as acute respiratory distress syndrome, remain poorly understood. To address these challenges, we combine transcriptional profiling of 646 clinical nasopharyngeal swabs and 39 patient autopsy tissues to define body-wide transcriptome changes in response to COVID-19. We then match these data with spatial protein and expression profiling across 357 tissue sections from 16 representative patient lung samples and identify tissue-compartment-specific damage wrought by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection, evident as a function of varying viral loads during the clinical course of infection and tissue-type-specific expression states. Overall, our findings reveal a systemic disruption of canonical cellular and transcriptional pathways across all tissues, which can inform subsequent studies to combat the mortality of COVID-19 and to better understand the molecular dynamics of lethal SARS-CoV-2 and other respiratory infections.",Cell reports. Medicine,2022,primary,doi:10.1016/j.xcrm.2022.100522,35233546,PMC8784611,https://doi.org/doi:10.1016/j.xcrm.2022.100522
doi:10.7171/jbt.21-3203-017,Loop-Mediated Isothermal Amplification Detection of SARS-CoV-2 and Myriad Other Applications.,"As the second year of the COVID-19 pandemic begins, it remains clear that a massive increase in the ability to test for SARS-CoV-2 infections in a myriad of settings is critical to controlling the pandemic and to preparing for future outbreaks. The current gold standard for molecular diagnostics is the polymerase chain reaction (PCR), but the extraordinary and unmet demand for testing in a variety of environments means that both complementary and supplementary testing solutions are still needed. This review highlights the role that loop-mediated isothermal amplification (LAMP) has had in filling this global testing need, providing a faster and easier means of testing, and what it can do for future applications, pathogens, and the preparation for future outbreaks. This review describes the current state of the art for research of LAMP-based SARS-CoV-2 testing, as well as its implications for other pathogens and testing. The authors represent the global LAMP (gLAMP) Consortium, an international research collective, which has regularly met to share their experiences on LAMP deployment and best practices; sections are devoted to all aspects of LAMP testing, including preanalytic sample processing, target amplification, and amplicon detection, then the hardware and software required for deployment are discussed, and finally, a summary of the current regulatory landscape is provided. Included as well are a series of first-person accounts of LAMP method development and deployment. The final discussion section provides the reader with a distillation of the most validated testing methods and their paths to implementation. This review also aims to provide practical information and insight for a range of audiences: for a research audience, to help accelerate research through sharing of best practices; for an implementation audience, to help get testing up and running quickly; and for a public health, clinical, and policy audience, to help convey the breadth of the effect that LAMP methods have to offer.",Journal of biomolecular techniques : JBT,2021,primary,doi:10.7171/jbt.21-3203-017,35136384,PMC8802757,https://doi.org/doi:10.7171/jbt.21-3203-017
doi:10.7171/jbt.21-3203-019,"A Rapid, Isothermal, and Point-of-Care System for COVID-19 Diagnostics.","The COVID-19 pandemic has had a profound, detrimental effect on economies and societies worldwide. Where the pandemic has been controlled, extremely high rates of diagnostic testing for the SARS-CoV-2 virus have proven critical, enabling isolation of cases and contact tracing. Recently, diagnostic testing has been supplemented with wastewater measures to evaluate the degree to which communities have infections. Whereas much testing has been done through traditional, centralized, clinical, or environmental laboratory methods, point-of-care testing has proven successful in reducing time to result. As the pandemic progresses and becomes more broadly distributed, further decentralization of diagnostic testing will be helpful to mitigate its spread. This will be particularly both challenging and critical in settings with limited resources due to lack of medical infrastructure and expertise as well as requirements to return results quickly. In this article, we validate the tiny isothermal nucleic acid quantification system (TINY) and a novel loop-mediated isothermal amplification (LAMP)-based assay for the point-of-care diagnosis of SARS-CoV-2 infection in humans and also for in-the-field, point-of-collection surveillance of wastewater. The TINY system is portable and designed for use in settings with limited resources. It can be powered by electrical, solar, or thermal energy and is robust against interruptions in services. These applied testing examples demonstrate that this novel detection platform is a simpler procedure than reverse-transcription quantitative polymerase chain reaction, and moreover, this TINY instrument and LAMP assay combination has the potential to effectively provide both point-of-care diagnosis of individuals and point-of-collection environmental surveillance using wastewater.",Journal of biomolecular techniques : JBT,2021,primary,doi:10.7171/jbt.21-3203-019,35136383,PMC8802758,https://doi.org/doi:10.7171/jbt.21-3203-019
doi:10.1038/s41587-021-01158-1,Curated variation benchmarks for challenging medically relevant autosomal genes.,"The repetitive nature and complexity of some medically relevant genes poses a challenge for their accurate analysis in a clinical setting. The Genome in a Bottle Consortium has provided variant benchmark sets, but these exclude nearly 400 medically relevant genes due to their repetitiveness or polymorphic complexity. Here, we characterize 273 of these 395 challenging autosomal genes using a haplotype-resolved whole-genome assembly. This curated benchmark reports over 17,000 single-nucleotide variations, 3,600 insertions and deletions and 200 structural variations each for human genome reference GRCh37 and GRCh38 across HG002. We show that false duplications in either GRCh37 or GRCh38 result in reference-specific, missed variants for short- and long-read technologies in medically relevant genes, including CBS, CRYAA and KCNE1. When masking these false duplications, variant recall can improve from 8% to 100%. Forming benchmarks from a haplotype-resolved whole-genome assembly may become a prototype for future benchmarks covering the whole genome.",Nature biotechnology,2022,primary,doi:10.1038/s41587-021-01158-1,35132260,PMC9117392,https://doi.org/doi:10.1038/s41587-021-01158-1
doi:10.1186/s13059-021-02529-2,The SEQC2 epigenomics quality control (EpiQC) study.,"Cytosine modifications in DNA such as 5-methylcytosine (5mC) underlie a broad range of developmental processes, maintain cellular lineage specification, and can define or stratify types of cancer and other diseases. However, the wide variety of approaches available to interrogate these modifications has created a need for harmonized materials, methods, and rigorous benchmarking to improve genome-wide methylome sequencing applications in clinical and basic research. Here, we present a multi-platform assessment and cross-validated resource for epigenetics research from the FDA's Epigenomics Quality Control Group.",Genome biology,2021,primary,doi:10.1186/s13059-021-02529-2,34872606,PMC8650396,https://doi.org/doi:10.1186/s13059-021-02529-2
doi:10.1038/s41587-021-01049-5,Performance assessment of DNA sequencing platforms in the ABRF Next-Generation Sequencing Study.,"Assessing the reproducibility, accuracy and utility of massively parallel DNA sequencing platforms remains an ongoing challenge. Here the Association of Biomolecular Resource Facilities (ABRF) Next-Generation Sequencing Study benchmarks the performance of a set of sequencing instruments (HiSeq/NovaSeq/paired-end 2 × 250-bp chemistry, Ion S5/Proton, PacBio circular consensus sequencing (CCS), Oxford Nanopore Technologies PromethION/MinION, BGISEQ-500/MGISEQ-2000 and GS111) on human and bacterial reference DNA samples. Among short-read instruments, HiSeq 4000 and X10 provided the most consistent, highest genome coverage, while BGI/MGISEQ provided the lowest sequencing error rates. The long-read instrument PacBio CCS had the highest reference-based mapping rate and lowest non-mapping rate. The two long-read platforms PacBio CCS and PromethION/MinION showed the best sequence mapping in repeat-rich areas and across homopolymers. NovaSeq 6000 using 2 × 250-bp read chemistry was the most robust instrument for capturing known insertion/deletion events. This study serves as a benchmark for current genomics technologies, as well as a resource to inform experimental design and next-generation sequencing variant calling.",Nature biotechnology,2021,primary,doi:10.1038/s41587-021-01049-5,34504351,PMC8985210,https://doi.org/doi:10.1038/s41587-021-01049-5
doi:10.1016/j.scitotenv.2021.149177,Lessons learned from SARS-CoV-2 measurements in wastewater.,"Standardized protocols for wastewater-based surveillance (WBS) for the RNA of SARS-CoV-2, the virus responsible for the current COVID-19 pandemic, are being developed and refined worldwide for early detection of disease outbreaks. We report here on lessons learned from establishing a WBS program for SARS-CoV-2 integrated with a human surveillance program for COVID-19. We have established WBS at three campuses of a university, including student residential dormitories and a hospital that treats COVID-19 patients. Lessons learned from this WBS program address the variability of water quality, new detection technologies, the range of detectable viral loads in wastewater, and the predictive value of integrating environmental and human surveillance data. Data from our WBS program indicated that water quality was statistically different between sewer sampling sites, with more variability observed in wastewater coming from individual buildings compared to clusters of buildings. A new detection technology was developed based upon the use of a novel polymerase called V2G. Detectable levels of SARS-CoV-2 in wastewater varied from 102 to 106 genomic copies (gc) per liter of raw wastewater (L). Integration of environmental and human surveillance data indicate that WBS detection of 100 gc/L of SARS-CoV-2 RNA in wastewater was associated with a positivity rate of 4% as detected by human surveillance in the wastewater catchment area, though confidence intervals were wide (β ~ 8.99 ∗ ln(100); 95% CI = 0.90-17.08; p < 0.05). Our data also suggest that early detection of COVID-19 surges based on correlations between viral load in wastewater and human disease incidence could benefit by increasing the wastewater sample collection frequency from weekly to daily. Coupling simpler and faster detection technology with more frequent sampling has the potential to improve the predictive potential of using WBS of SARS-CoV-2 for early detection of the onset of COVID-19.",The Science of the total environment,2021,primary,doi:10.1016/j.scitotenv.2021.149177,34375259,PMC8294117,https://doi.org/doi:10.1016/j.scitotenv.2021.149177
doi:10.1016/j.cell.2021.05.002,A global metagenomic map of urban microbiomes and antimicrobial resistance.,"We present a global atlas of 4,728 metagenomic samples from mass-transit systems in 60 cities over 3 years, representing the first systematic, worldwide catalog of the urban microbial ecosystem. This atlas provides an annotated, geospatial profile of microbial strains, functional characteristics, antimicrobial resistance (AMR) markers, and genetic elements, including 10,928 viruses, 1,302 bacteria, 2 archaea, and 838,532 CRISPR arrays not found in reference databases. We identified 4,246 known species of urban microorganisms and a consistent set of 31 species found in 97% of samples that were distinct from human commensal organisms. Profiles of AMR genes varied widely in type and density across cities. Cities showed distinct microbial taxonomic signatures that were driven by climate and geographic differences. These results constitute a high-resolution global metagenomic atlas that enables discovery of organisms and genes, highlights potential public health and forensic applications, and provides a culture-independent view of AMR burden in cities.",Cell,2021,primary,doi:10.1016/j.cell.2021.05.002,34043940,PMC8238498,https://doi.org/doi:10.1016/j.cell.2021.05.002
doi:10.1186/s40168-021-01044-7,Characterization of the public transit air microbiome and resistome reveals geographical specificity.,"The public transit is a built environment with high occupant density across the globe, and identifying factors shaping public transit air microbiomes will help design strategies to minimize the transmission of pathogens. However, the majority of microbiome works dedicated to the public transit air are limited to amplicon sequencing, and our knowledge regarding the functional potentials and the repertoire of resistance genes (i.e. resistome) is limited. Furthermore, current air microbiome investigations on public transit systems are focused on single cities, and a multi-city assessment of the public transit air microbiome will allow a greater understanding of whether and how broad environmental, building, and anthropogenic factors shape the public transit air microbiome in an international scale. Therefore, in this study, the public transit air microbiomes and resistomes of six cities across three continents (Denver, Hong Kong, London, New York City, Oslo, Stockholm) were characterized.",Microbiome,2021,primary,doi:10.1186/s40168-021-01044-7,34039416,PMC8157753,https://doi.org/doi:10.1186/s40168-021-01044-7
doi:10.1186/s40168-021-01020-1,A comprehensive metagenomics framework to characterize organisms relevant for planetary protection.,"Clean rooms of the Space Assembly Facility (SAF) at the Jet Propulsion Laboratory (JPL) at NASA are the final step of spacecraft cleaning and assembly before launching into space. Clean rooms have stringent methods of air-filtration and cleaning to minimize microbial contamination for exoplanetary research and minimize the risk of human pathogens, but they are not sterile. Clean rooms make a selective environment for microorganisms that tolerate such cleaning methods. Previous studies have attempted to characterize the microbial cargo through sequencing and culture-dependent protocols. However, there is not a standardized metagenomic workflow nor analysis pipeline for spaceflight hardware cleanroom samples to identify microbial contamination. Additionally, current identification methods fail to characterize and profile the risk of low-abundance microorganisms.",Microbiome,2021,primary,doi:10.1186/s40168-021-01020-1,33795001,PMC8016160,https://doi.org/doi:10.1186/s40168-021-01020-1
doi:10.1371/journal.ppat.1010636,Genetic diversity and evolutionary convergence of cryptic SARS- CoV-2 lineages detected via wastewater sequencing.,"Wastewater-based epidemiology (WBE) is an effective way of tracking the appearance and spread of SARS-COV-2 lineages through communities. Beginning in early 2021, we implemented a targeted approach to amplify and sequence the receptor binding domain (RBD) of SARS-COV-2 to characterize viral lineages present in sewersheds. Over the course of 2021, we reproducibly detected multiple SARS-COV-2 RBD lineages that have never been observed in patient samples in 9 sewersheds located in 3 states in the USA. These cryptic lineages contained between 4 to 24 amino acid substitutions in the RBD and were observed intermittently in the sewersheds in which they were found for as long as 14 months. Many of the amino acid substitutions in these lineages occurred at residues also mutated in the Omicron variant of concern (VOC), often with the same substitutions. One of the sewersheds contained a lineage that appeared to be derived from the Alpha VOC, but the majority of the lineages appeared to be derived from pre-VOC SARS-COV-2 lineages. Specifically, several of the cryptic lineages from New York City appeared to be derived from a common ancestor that most likely diverged in early 2020. While the source of these cryptic lineages has not been resolved, it seems increasingly likely that they were derived from long-term patient infections or animal reservoirs. Our findings demonstrate that SARS-COV-2 genetic diversity is greater than what is commonly observed through routine SARS-CoV-2 surveillance. Wastewater sampling may more fully capture SARS-CoV-2 genetic diversity than patient sampling and could reveal new VOCs before they emerge in the wider human population.",PLoS pathogens,2022,primary,doi:10.1371/journal.ppat.1010636,36240259,PMC9604950,https://doi.org/doi:10.1371/journal.ppat.1010636
doi:10.1016/j.watres.2022.118824,Identification and quantification of bioactive compounds suppressing SARS-CoV-2 signals in wastewater-based epidemiology surveillance.,"Recent SARS-CoV-2 wastewater-based epidemiology (WBE) surveillance have documented a positive correlation between the number of COVID-19 patients in a sewershed and the level of viral genetic material in the wastewater. Efforts have been made to use the wastewater SARS-CoV-2 viral load to predict the infected population within each sewershed using a multivariable regression approach. However, reported clear and sustained variability in SARS-CoV-2 viral load among treatment facilities receiving industrial wastewater have made clinical prediction challenging. Several classes of molecules released by regional industries and manufacturing facilities, particularly the food processing industry, can significantly suppress the SARS-CoV-2 signals in wastewater by breaking down the lipid-bilayer of the membranes. Therefore, a systematic ranking process in conjugation with metabolomic analysis was developed to identify the wastewater treatment facilities exhibiting SARS-CoV-2 suppression and identify and quantify the chemicals suppressing the SARS-COV-2 signals. By ranking the viral load per diagnosed case among the sewersheds, we successfully identified the wastewater treatment facilities in Missouri, USA that exhibit SARS-CoV-2 suppression (significantly lower than 5 × 1011 gene copies/reported case) and determined their suppression rates. Through both untargeted global chemical profiling and targeted analysis of wastewater samples, 40 compounds were identified as candidates of SARS-CoV-2 signal suppressors. Among these compounds, 14 had higher concentrations in wastewater treatment facilities that exhibited SARS-CoV-2 signal suppression compared to the unsuppressed control facilities. Stepwise regression analyses indicated that 4-nonylphenol, palmitelaidic acid, sodium oleate, and polyethylene glycol dioleate are positively correlated with SARS-CoV-2 signal suppression rates. Suppression activities were further confirmed by incubation studies, and the suppression kinetics for each bioactive compound were determined. According to the results of these experiments, bioactive molecules in wastewater can significantly reduce the stability of SARS-CoV-2 genetic marker signals. Based on the concentrations of these chemical suppressors, a correction factor could be developed to achieve more reliable and unbiased surveillance results for wastewater treatment facilities that receive wastewater from similar industries.",Water research,2022,primary,doi:10.1016/j.watres.2022.118824,35830746,PMC9253601,https://doi.org/doi:10.1016/j.watres.2022.118824
doi:10.3390/v13081647,Monitoring SARS-CoV-2 Populations in Wastewater by Amplicon Sequencing and Using the Novel Program SAM Refiner.,"Sequencing Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) from wastewater has become a useful tool in monitoring the spread of viral variants. Approaches to this task have been varied, relying on differing sequencing methods and computational analyses. We used a novel computation workflow based on amplicon sequencing of SARS-CoV-2 spike domains in order to track viral populations in wastewater. As part of this workflow, we developed a program, SAM Refiner, that has a variety of outputs, including novel variant reporting as well as functions designed to remove polymerase chain reaction (PCR) generated chimeric sequences. With these methods, we were able to track viral population dynamics over time. We report here on the emergence of two variants of concern, B.1.1.7 (Alpha) and P.1 (Gamma), and their displacement of the D614G B.1 variant in a Missouri sewershed.",Viruses,2021,primary,doi:10.3390/v13081647,34452511,PMC8402658,https://doi.org/doi:10.3390/v13081647
doi:10.1016/j.scitotenv.2023.166230,Enhanced detection of mpox virus in wastewater using a pre-amplification approach: A pilot study informing population-level monitoring of low-titer pathogens.,"A recent outbreak of the mpox virus (MPXV) occurred in non-endemic regions of the world beginning in May 2022. Pathogen surveillance systems faced pressure to quickly establish response protocols, offering an opportunity to employ wastewater-based epidemiology (WBE) for population-level monitoring. The pilot study reported herein aimed to: (i) develop a reliable protocol for MPXV DNA detection in wastewater which would reduce false negative reporting, (ii) test this protocol on wastewater from various regions across the United States, and (iii) conduct a state of the science review of the current literature reporting on experimental methods for MPXV detection using WBE. Twenty-four-hour composite samples of untreated municipal wastewater were collected from the states of New Jersey, Georgia, Illinois, Texas, Arizona, and Washington beginning July 3rd, 2022 through October 16th, 2022 (n = 60). Samples underwent vacuum filtration, DNA extraction from captured solids, MPXV DNA pre-amplification, and qPCR analysis. Of the 60 samples analyzed, a total of eight (13%) tested positive for MPXV in the states of Washington, Texas, New Jersey, and Illinois. The presence of clade IIb MPXV DNA in these samples was confirmed via Sanger sequencing and integration of pre-amplification prior to qPCR decreased the rate of false negative detections by 87% as compared to qPCR analysis alone. Wastewater-derived detections of MPXV were compared to clinical datasets, with 50% of detections occurring as clinical cases were increasing/peaking and 50% occurring as clinical cases waned. Results from the literature review (n = 9 studies) revealed successful strategies for the detection of MPXV DNA in wastewater, however also emphasized a need for further method optimization and standardization. Overall, this work highlights the use of pre-amplification prior to qPCR detection as a means to capture the presence of MPXV DNA in community wastewater and offers guidance for monitoring low-titer pathogens via WBE.",The Science of the total environment,2023,primary,doi:10.1016/j.scitotenv.2023.166230,37574063,,https://doi.org/doi:10.1016/j.scitotenv.2023.166230
doi:10.1128/mra.00069-23,"Rhizobium Phage-Like Microvirus Genome Sequence Identified in Wastewater in Arizona, USA, in November 2020 Encodes an Endolysin and a Putative Multiheme Cytochrome c-like Protein.","We describe the genome (4,696 nucleotides [GC content, 56%; coverage, 3,641×) of MAZ-Nov-2020, a microvirus identified from municipal wastewater in Maricopa County, Arizona, USA, in November 2020. The MAZ-Nov-2020 genome encodes major capsid protein, endolysin, replication initiator protein, and two hypothetical proteins, one of which was predicted to likely be a membrane-associated multiheme cytochrome c.",Microbiology resource announcements,2023,primary,doi:10.1128/mra.00069-23,37098909,PMC10190252,https://doi.org/doi:10.1128/mra.00069-23
doi:10.1016/S2666-5247(22)00289-0,"Leveraging an established neighbourhood-level, open access wastewater monitoring network to address public health priorities: a population-based study.","Before the COVID-19 pandemic, the US opioid epidemic triggered a collaborative municipal and academic effort in Tempe, Arizona, which resulted in the world's first open access dashboard featuring neighbourhood-level trends informed by wastewater-based epidemiology (WBE). This study aimed to showcase how wastewater monitoring, once established and accepted by a community, could readily be adapted to respond to newly emerging public health priorities.",The Lancet. Microbe,2023,primary,doi:10.1016/S2666-5247(22)00289-0,36493788,PMC9725778,https://doi.org/doi:10.1016/S2666-5247(22)00289-0
doi:10.1128/mra.00680-22,"Complete Coding Sequences of Rhinovirus Types A46, A39, C56, and C48.","We report the coding-complete sequences of rhinovirus types C48, A46, A39, and C56, determined from nasopharyngeal swabs from three individuals with influenza-like symptoms in the United States. One sample showed a coinfection of rhinovirus types A46 and C48.",Microbiology resource announcements,2022,primary,doi:10.1128/mra.00680-22,36287087,PMC9671028,https://doi.org/doi:10.1128/mra.00680-22
doi:10.1101/2022.09.25.22280344,Impact of sample clarification by size exclusion on virus detection and diversity in wastewater-based epidemiology.,"The use of wastewater-based epidemiology (WBE) for early detection of virus circulation and response during the SARS-CoV-2 pandemic increased interest in and use of virus concentration protocols that are quick, scalable, and efficient. One such protocol involves sample clarification by size fractionation using either low-speed centrifugation to produce a clarified supernatant or membrane filtration to produce an initial filtrate depleted of solids, eukaryotes and bacterial present in wastewater (WW), followed by concentration of virus particles by ultrafiltration of the above. While this approach has been successful in identifying viruses from WW, it assumes that majority of the viruses of interest should be present in the fraction obtained by ultrafiltration of the initial filtrate, with negligible loss of viral particles and viral diversity. We used WW samples collected in a population of ~700,000 in southwest USA between October 2019 and March 2021, targeting three non-enveloped viruses (enteroviruses [EV], canine picornaviruses [CanPV], and human adenovirus 41 [Ad41]), to evaluate whether size fractionation of WW prior to ultrafiltration leads to appreciable differences in the virus presence and diversity determined. We showed that virus presence or absence in WW samples in both portions (filter trapped solids [FTS] and filtrate) are not consistent with each other. We also found that in cases where virus was detected in both fractions, virus diversity (or types) captured either in FTS or filtrate were not consistent with each other. Hence, preferring one fraction of WW over the other can undermine the capacity of WBE to function as an early warning system and negatively impact the accurate representation of virus presence and diversity in a population.",medRxiv : the preprint server for health sciences,2022,primary,doi:10.1101/2022.09.25.22280344,36203558,PMC9536034,https://doi.org/doi:10.1101/2022.09.25.22280344
doi:10.1111/irv.13057,Surveillance of rhinovirus diversity among a university community identifies multiple types from all three species including an unassigned rhinovirus A genotype.,"We determine the presence and diversity of rhinoviruses in nasopharyngeal swab samples from 248 individuals who presented with influenza-like illness (ILI) at a university clinic in the Southwest United States between October 1, 2020 and March 31, 2021. We identify at least 13 rhinovirus genotypes (A11, A22, A23, A25, A67, A101, B6, B79, C1, C17, C36, and C56, as well a new genotype [AZ88**]) and 16 variants that contributed to the burden of ILI in the community. We also describe the complete capsid protein gene of a member (AZ88**) of an unassigned rhinovirus A genotype.",Influenza and other respiratory viruses,2023,primary,doi:10.1111/irv.13057,36168937,PMC9835438,https://doi.org/doi:10.1111/irv.13057
